user,game,genre
wisteriac,'',
poweradezero1,'',
jedimunchies,'',
kman510,'',
lloydyuk,'',
seabeorn,'',
luterin70,'',
axeldegrecis42000,'',
childrnofdrkness,'',
emilio200878,'',
ihazzplayz,'',
new_goofy,'',
pretty_uglyxd,'',
zasasaurus,'',
scalz27,'',
anti_protest,'',
militantpsycho,'',
jubabuba,'',
thereaper520,'',
grapiegoo,'',
sushicatbot,'',
tripx6,'',
negroaffiliate,'',
rithic3,'',
poemrs,'',
exdefined,'',
illuminaughtyxo,'',
rulleroger,'',
duripen,'',
ab732,'',
twitchplays_wow,'',
fertagus69,'',
xbright1,'',
banned_for_an_opinion,'',
monsterhand,'',
mikeymelikey,'League of Legends',
edsad213,'',
gnumnums93,'',
skw1sh,'',
nsraw_,'',
questionablequality,'',
asianinvasionz17,'',
mooneytunes,'',
flinttown28,'',
21jgara200,'',
runiclaw,'',
khaleesi73,'',
yaseen112356,'',
gigahertzs,'',
xiiibigmeeko,'',
voicelessgamers,'',
jacobperez80,'',
juicybacon956,'',
beaststyle9,'',
director_james_smith,'',
trickshotterxskullzl,'',
zeruler69,'',
punkette1026,'',
dr__krieger,'',
flyinghigh74,'',
chief4life1,'',
xxbloodspawnxx,'',
young_cesar_77,'',
kingjiraiya,'',
frickin_kid,'',
gizadragon,'',
soferro,'',
tristan6219,'',
dj_roadblock,'',
xbvh,'',
dan2921,'',
webermenjensen,'',
gerardthemighty,'',
tiikeri74,'',
bellaboo53,'',
animestatic84,'',
blzz,'',
dipseas,'',
katiespickle,'',
breakshots1,'',
deathbynooobstick,'',
batgamer,'',
gamingbyfaro,'',
wolfie487713,'',
dbzhung,'',
volac,'',
thatonefatguylol,'',
timewornobject,'',
bas1kz,'',
kunfyoozdish,'',
portertheartist,'',
panda3k_,'',
psychopompgg,'',
instructor6,'',
zachfx_,'',
nicklausgg,'',
asix_frenzy420,'',
termenoil,'',
ashurirs,'',
bullgamespc,'',
the_salty_jug,'',
lalaart,'',
zombiespider95,'',
bigdirtymitch,'',
b_meggs,'',
trugennix,'',
masterliung,'',
puzzllegaming,'',
mastergbn,'',
gorlgaymer,'',
secretasianmaniam,'',
zombie_billicades,'',
glassdecaf,'',
syaoren,'',
draconus_1984,'',
duncandubois,'Dark Souls',
rhinomicals,'',
shagski,'',
frequent_dreamer,'',
ladyfaelynn,'',
the_actual_dude,'',
jeditojanen,'',
ayaya_shino,'',
diabeticduo,'',
als8931,'',
electedhat006,'',
sodatester,'',
cliffbleszinskirules,'',
qu33nz_90,'',
maligree1337,'',
fixesports,'',
boston_stats,'',
dragoneon,'',
dirtyminuth,'',
protatoes_,'',
fifa101boy,'',
fanaticflyer,'',
cubicsand,'',
supa_shakes,'',
stevesharpe,'',
lfmannfield,'',
ertunc,'',
sorrygameover,'',
chaos_ox,'',
grandthefthaxor,'',
kyunit,'',
epictuesday,'',
guthixhere,'',
griblit,'',
dolphinsquared,'',
nhocbmtcb5,'',
cdelt,'',
blank_70,'',
mastersemen,'',
lumikola,'',
mrsrespawn,'',
f2steve,'',
drwjs,'',
anniblah,'',
sillyywillyy,'',
themmawizard,'',
roguecat,'',
pricus,'',
bobonyc103,'',
steelbrigade82,'',
vsnacks,'',
purplemonkey121,'',
xerode,'',
nightbanegaming,'',
not_trax,'',
godv_tv,'',
gymkhanagridfinals,'',
shiqaritv,'',
electricbird1,'Spec Ops: The Line',
slaughtermasta,'',
nonsensicalspuds,'',
billybojangalz,'',
crasha_nova,'',
bloodravyne,'',
captainplanutz,'',
nextpese,'',
d20hero,'',
bad_robot,'',
demongirl38,'',
donkeykong75m,'',
dailysmiles,'',
railyx,'',
thatoneveigar,'',
shortyyguytv,'',
khalidbelghazi1,'',
1kims,'',
devilctor,'',
asg112,'',
aqyilles,'',
ktzera,'',
jonathan_asdas,'',
phfps1,'',
ticketstohere,'',
drunkenkidney,'',
mixedbaggames,'',
alleging,'',
muddy07,'',
aixi_,'',
waveycrip,'',
the_one_87,'',
burtniemichelle,'',
remy999888,'',
riiillleeeyyy1,'',
xlifeowner,'',
imightbeyourfather,'',
gamercurtis,'',
kenzer99,'',
ghostfox318,'',
oska1127,'',
awesomeaaron,'',
goblingaab,'',
emersonspartz,'',
sneaky_infidel,'',
diddlydoo12,'',
frijol25,'',
pintriggles,'',
saadesigner,'',
keikown,'',
tb_zinks,'',
patuba13,'',
itzcrazy_j,'',
shadowkinggp,'',
sant117,'',
little_lavender,'',
theangelvigil,'',
justkevlar,'',
dwiggy88,'',
fukyofeelinscrew,'',
toolboxtommy,'',
spacechocomuffin,'',
darkoiv,'',
gorczy,'',
ryblew,'',
alphawhisky410,'',
angerii,'',
big_dog33,'',
garyhartmann,'',
hasslehoff19,'',
lockdowntime,'',
napalmjunglist,'',
silverpuff,'',
slyfox10,'',
xerosugar,'Dead Space 3',
admiral_tyrant,'',
eetvarttti,'',
cozey4,'',
emcson1234,'',
warlock116,'',
ismokeymcdabs,'',
boomje11,'',
hurricanemarco5,'',
lancepants28,'Battlefield 4',
gamedevcorp,'',
zorb_49,'',
purefocusxz,'',
the_punjabi_mc,'',
shay_kirbuti,'',
ham7876,'',
wet_doorknobs,'',
sneakychalupa,'',
thompsontommy,'',
wolfrag,'',
mclaren_,'',
meegash_,'',
exoz1337,'',
caralunara,'',
bearlivesmatter,'',
idepthi,'',
swamp3445,'',
stevenadd1978,'Call of Duty: Black Ops II',
sonikdevil,'',
hungrylouna,'',
shastaswag33,'',
weaves107,'',
therikito,'',
greywolf_pred,'',
crostrider,'',
milla_time_27,'',
johnnybravo777,'',
realistikill,'',
moondax,'',
euphoricdragon,'',
chris_charron,'',
damonsterfiend,'',
landict,'',
nachoman2802,'',
theskyrack,'',
tafrancis,'',
charlio84,'',
mikem808,'',
smartkill007,'',
stopurcheating,'',
elovate,'',
nyne420,'',
frostbytelotus,'',
bean84_911,'',
rennoc123,'',
tehbaerman,'',
steeldustjunkie,'',
choice2lahhh,'',
teary1975,'',
short7stop,'',
iam_smitty,'',
apolloserenus,'',
isorahisa,'',
modares,'',
yeshuaruled,'',
jack_stevens,'',
petexi27,'',
krissyrenee95,'',
trollyyt,'',
legendofjessica,'',
calerguy,'',
legendarysentinel,'',
mistermusic,'',
crunketh,'',
thisislee1992,'',
astralgoat13,'',
bittahdragon,'Hearthstone',
t0ughsp0t,'',
traizen24,'',
darkangelofnaught,'',
cochi_tv,'',
emilianyan,'',
jaysquared,'',
leukotea,'',
xaviar10,'',
ladywanderer,'',
hebard22,'',
desktel1,'',
murderousmallard,'',
bitcoinminer,'',
blitwitch,'',
ohdipz,'',
yoshiir1,'',
atlantalivin,'',
sao_wolf,'',
stash247,'',
rey4ever,'',
o3000,'',
maxacceleration,'',
mdereve,'',
tytanis_,'',
kettlescobbly,'',
shadowmask12,'',
threeeightysix,'',
vampirekilla218,'',
greatthane,'',
widemouth349,'',
incicive,'',
tetsusugita,'',
idiotplays,'',
bowman_bros,'',
fejkerino,'',
flxmtn,'',
araskianeats,'',
rengarkitty,'',
mirror0423,'',
monsitumo,'',
argatand,'',
levi4than,'',
bowtiesareschnazzy,'',
gplusb,'',
frzliquid1ce,'',
robpo4,'',
bandagebread,'',
realtalkii,'',
witnesstheklutz,'',
neetace,'',
akensod,'',
blasterrino,'',
baconlung,'',
kingramseys88,'',
mrbildo,'',
exsaviorog,'',
highlights3000,'',
whytrymalik,'',
stricklan,'',
maplekitten_,'',
sregoi86,'',
bobflorin,'',
renegadosgamers,'',
8989jkl,'',
justleelucas,'',
llammorra,'',
noleeto,'',
scouts_rebellion,'',
daybeat_,'',
lynwildwood,'',
leelac,'',
estrono,'',
gunwright,'',
normalguyfrompoland,'',
quickplayeventsltd,'',
untalnico96,'',
doitbiggamers,'',
taperingmule,'',
sharktopuswow,'',
hayvee,'',
ogkoi,'',
duskylump,'',
bytemesenpai,'',
akira13sann,'',
nabust0,'',
skimmmilkk,'',
realgfxalert,'',
miseinen,'',
paulmclaren51,'',
murdlo,'',
alexape123,'',
pokerufcfan,'',
hamburglar_games,'',
imadeafart,'',
buratiino,'',
godlikesanta,'',
valentineio,'',
farfarr_geek,'',
lol_cburn,'',
imlegit87,'',
snowboy456,'',
kodak_god,'',
digolasdk,'',
heitta,'',
gsv182,'Undertale',
belinkimann,'',
vdkspirit,'',
keagster101,'',
moisture2012,'',
garrison2003,'',
yo_soy_feilpe,'',
predragpesic16,'',
bygmak,'',
trox_bot,'',
supernarwal999,'',
bgloves69,'',
barroth,'',
fuegee,'Call of Duty: Black Ops III',
greymore_,'',
z4stormshadow,'',
mama_val,'',
jfournier555,'',
endoftheage,'',
polwhyle,'',
wabarus,'',
darth_denny,'',
groggii,'',
zianighthawke,'',
ughthecaveman,'',
rustee78,'',
yootrav,'',
m104,'',
thecoolgamercaleb,'',
kaylark,'World of Warcraft: Mists of Pandaria',
jpscissors,'',
cybermens,'',
njniavanderwald,'',
hoshizorarinn,'',
straburry,'',
ivydrx,'',
bonniebongs,'',
myth0dic,'',
ubercraftier,'',
blaserr,'',
saleh597,'',
ridens_bull,'',
battlefieldlordtiger,'',
jrdc_gamer,'',
meanrodent,'',
bearontwolegs,'',
gomez7654,'',
kingcurt757,'',
leonidaspartan,'',
lordof8mages,'',
phantomclaymore,'',
psn_chavez54,'',
teelee559,'',
gunnrrs,'',
sean_88_,'',
sm3d3n,'',
sinshou,'',
achilles_iv,'',
nikita23008,'',
darkness7531,'',
alexb33333,'',
zerked_off,'',
elusivex99,'',
clocks_77,'',
kilmichel1,'',
coolabeanz,'',
gdawg16,'',
turoqq,'',
cowtongue,'',
sweg21gamer,'',
bundledtown,'',
itssmoko,'',
kylejames92,'Counter-Strike: Global Offensive',
thewelshygamer,'',
hasancin,'',
kingrvp20,'',
jdewin,'',
superderio64,'',
roflhemad,'',
robbiehood5,'',
spex4wild,'',
eternoxiipure,'',
gamecraftplayer,'League of Legends',
bazookaslug,'',
swervza,'',
bryan_crowley,'',
cougartooth,'',
ampxmemoriez,'',
fanciestamoebao,'',
deecalhoun,'',
kabniel504,'',
mtagg_izzy,'',
mnofsteel34,'',
jackrtades,'',
thatgirlmercedes,'',
iiparad0xii,'',
medusa_model_47,'',
pixel_o17,'',
itsbella_troilo,'',
enjiebenjie91,'',
ron4164,'',
xxrockstar123xx,'',
jerrykiller92,'',
shiftry275,'',
gherkinlurkin,'',
litenight,'',
rare__2,'',
asmilethief,'',
mnguy51,'',
ianwarr,'',
bull3tboi,'Dota 2',
bluerequiem,'',
maetownn,'',
thezcrafters,'',
enrichmentsrs,'',
mentalnichallangerzy,'',
eksal95,'',
strongmotives,'',
fulton_27,'',
qthagawd,'',
hulkybob,'',
xbigx_gaming,'',
linny9,'',
watermaione,'',
daniielsson,'',
horrorgeekmel,'',
napkin0430,'',
danny638839,'',
themeatg8r,'',
the_ox8,'Call of Duty: Black Ops III',
miimiick,'',
watermelonquisha1,'',
amencowbot,'',
droningaming,'',
dunkersftw,'',
fertonok,'',
wheygod,'',
amorix,'',
xenonblue,'',
gamindamon,'',
scholari,'',
