user,game,genre,hundreds,thousands,millions,followers,following
ximenacake,'League of Legends',online,False,False,False,21769,268
ninjadimi,'Smite',multiplayer,False,False,False,10151,145
barneyross,'',,False,False,False,406,40
grubtruckers,'',,False,False,False,15754,265
magalzaoshow,'IRL',battle royale,False,False,False,31162,98
krisalee1,'',,False,False,False,7761,170
travisteez,'Realm Royale',battle royale,False,False,False,1615,372
colemancat,'',,False,False,False,129,70
rieo0,'League of Legends',multiplayer  battle arena,False,False,False,72,98
tommyfountain,'IRL',performing arts,False,False,False,5924,37
diamondwolf12,'ShellShock Live',online,False,False,False,576,29
kimjye88,'',,False,False,False,249,29
fear_the_boot,'Total War: Rome II',turn-based,False,False,False,408,8
ccolddaddy,'IRL',,False,False,False,14832,144
mattiacegaming,'Battlefield 1',first-person shooter,False,False,False,23716,59
melku44,'Tekken 7',fighting,False,False,False,725,124
thedarkplayground,'',,False,False,False,16,3
royalhitz,'',,False,False,False,1035,101
ster,'Overwatch',characters of overwatch,False,False,False,302138,184
dodocz_,'',,False,False,False,24346,111
anthonycsn,'IRONSIGHT',action role-playing,False,False,False,8911,44
armyentertainment,'Street Fighter V',fighting,False,False,False,2687,2
misalynnclp,'',,False,False,False,823,54
antphrodite,'IRL',,False,False,False,8510,148
spookyfish08,'',,False,False,False,14,10
dcorvod,'',,False,False,False,87,1
anakiinntv,'',,False,False,False,171984,24
jamesarnold81,'',,False,False,False,1,9
lionarz,'',,False,False,False,166,77
gutofps,'',,False,False,False,5121,9
benroseyt,'',,False,False,False,5238,2
roguelike2018,'',,False,False,False,668,0
joogsquadlive,'',,False,False,False,9034,30
railtracer91,'',,False,False,False,1,2
hagopeun,'',,False,False,False,6713,88
pb_mike,'Smite',multiplayer,False,False,False,12765,221
thehauers,'',,False,False,False,297,33
csruhub,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,242644,0
strateratv,'',,False,False,False,111111,31
marantino100,'',,False,False,False,300,58
plup,'',,False,False,False,27314,99
weeesty,'',,False,False,False,4407,19
wierdkid314,'',,False,False,False,135,121
spikeflo,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,436,205
setoy,'Creative',,False,False,False,11657,140
oldbutspanki,'',,False,False,False,280,71
agustingarcia2004,'',,False,False,False,1,24
tiavioligaming,'',,False,False,False,137,68
steepis_,'',,False,False,False,2800,14
hitchariide,'Modern Warfare 2',first-person shooter,False,False,False,97512,292
clintus,'Fortnite',battle royale,False,False,False,39245,343
novawar,'Dark Souls II',action role-playing,False,False,False,30542,43
trenacetatetv,'',,False,False,False,15044,82
dd_warrior,'',,False,False,False,961,94
antissocialclube,'Fallout 76',action role-playing,False,False,False,573,199
dydydemers,'',,False,False,False,2504,4
keizaron,'Pok\xe9mon Red/Blue',role-playing,False,False,False,29889,115
javierelcaballo,'',,False,False,False,15,41
diezzz,'',,False,False,False,4528,105
docholiday_tv,'Keep Talking and Nobody Explodes',puzzle,False,False,False,1038,113
remguri,'',,False,False,False,47185,37
avinoxx,'Layers of Fear',psychological horror,False,False,False,2229,43
cyanideplaysgames,'Microsoft Flight Simulator X',simulation,False,False,False,359431,83
archonthewizard,'Diablo III: Reaper of Souls',hack and slash,False,False,False,39098,94
gaws,'Fortnite',survival,False,False,False,836,93
digitalanna,'Heroes of the Storm',multiplayer,False,False,False,89,49
mattmrx,'World of Warcraft',massively multiplayer  role-playing,False,False,False,10914,84
superproducer_kash79th,'PixelJunk\u2122 Shooter Ultimate',"first-person shooter, survival horror",False,False,False,547,78
spicykuri,'',,False,False,False,6,76
twitchanchor,'',,False,False,False,4659,323
losiugra,'Call of Duty: Black Ops 4',first-person shooter,False,False,False,19912,25
gysgt_scott_b_b,"""Tom Clancy's The Division""",survival,False,False,False,3879,287
doobleaall,'',,False,False,False,164,3
dybb,'',,False,False,False,1573,169
tfmjonny,'VRChat',multiplayer,False,False,False,1865,141
exzurhtz,'',,False,False,False,842,120
guerrillaism,'',,False,False,False,2622,75
surgicalgoblin,'',,False,False,False,29956,182
nina_saharok,'Diablo III: Reaper of Souls',hack and slash,False,False,False,867,13
mira,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,243733,20
calamaro95,'',,False,False,False,465,92
theonefiks,'Uncharted\u2122: \u0423\u0442\u0440\u0430\u0447\u0435\u043d\u043d\u043e\u0435 \u043d\u0430\u0441\u043b\u0435\u0434\u0438\u0435',,False,False,False,1821,95
ttv_tmgamers,'',,False,False,False,127,81
bantong_,'Fortnite',survival,False,False,False,624,221
brenmadd,'Fortnite',survival,False,False,False,5686,64
iambrandon,'Resident Evil',survival horror,False,False,False,28467,470
twooff,'Fortnite',survival,False,False,False,8212,204
pubg_br,'',,False,False,False,39253,1
jvcmp321,'',,False,False,False,1,15
floppy_ragdoll,'',,False,False,False,7959,67
loloup,'The Legend of Zelda: Breath of the Wild',adventure,False,False,False,11151,96
per0tin,'',,False,False,False,616,106
simplyhai,'League of Legends',multiplayer  battle arena,False,False,False,284477,112
bladeboques,'Black Desert Online',online,False,False,False,40145,583
xtears88,'',,False,False,False,64117,5
bioice,'',,False,False,False,991,7
eguinorante,'',,False,False,False,37957,2
samtastic95,"""Oddworld: Abe's Oddysee""",cinematic er,False,False,False,242,20
thgreatkevin02,'',,False,False,False,2749,37
jimondaspot,'',,False,False,False,74,74
7emonsnow,'',,False,False,False,6853,25
stephanie,'Creative',performing arts,False,False,False,20692,854
zisisgaminggr,'Oxygen Not Included',simulation,False,False,False,2809,22
foxy4games,'Overwatch',characters of overwatch,False,False,False,2645,17
baltsevantonio,'',,False,False,False,1132,39
dotastarladder_en2,'Dota 2',multiplayer  battle arena,False,False,False,12851,0
theforgebreaker,'The Elder Scrolls Online',multiplayer,False,False,False,3829,179
stahtistics_,'NBA 2K18',sports,False,False,False,9749,302
faze_banks__,'',,False,False,False,2249,5
marthsr,'Retro',retro style,False,False,False,114,114
margaretsbelly,'',,False,False,False,380,3
mrnikkihdtv,'',,False,False,False,29166,109
purechill,'',,False,False,False,44580,706
ntrigued,'osu!',osu!,False,False,False,1435,24
driftking666666,'iRacing.com',racing,False,False,False,1220,126
dontgivenofox,'',,False,False,False,810,124
dougzzz,'',,False,False,False,293,245
fragiow,'',,False,False,False,10294,36
tkkjiraya,'Diablo III: Reaper of Souls',hack and slash,False,False,False,1297,6
ambuyt,'',,False,False,False,33449,68
johnitron,'',,False,False,False,1109,30
banuzy,'',,False,False,False,207,46
jeannemarie,'',,False,False,False,91,227
blackdesert_kr,'Black Desert Online',,False,False,False,6893,1
therealalpi,'',,False,False,False,3587,18
acer_mx,'Resident Evil 7 biohazard',predation,False,False,False,1545,7
deathsproxyuk,'',,False,False,False,1075,54
iamdialer,'Fortnite',survival,False,False,False,3639,39
thedragonfeeney,'Super Mario Maker',platform,False,False,False,35618,236
nerdshowandtell,'Star Citizen',first-person shooter,False,False,False,4343,195
lilyachty,'',,False,False,False,85118,0
msamber,'',,False,False,False,192,7
dirkadurka,'Microsoft Flight Simulator X',simulation,False,False,False,14022,280
thaoasis,'Fortnite',survival,False,False,False,271,59
candytoptopov,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,10465,32
thedeluxe4,'',battle royale,False,False,False,311115,250
itsnatashaffs,'League of Legends',online,False,False,False,66297,231
bearistrash,'',,False,False,False,38,32
squidphysics,'',,False,False,False,1024,2
kihedros,'',,False,False,False,1,10
scrath,'',,False,False,False,140,41
shinikamivr,'VRChat',multiplayer,False,False,False,3060,97
cyuil,'Path of Exile',"action role-playing, hack and slash",False,False,False,187,156
lovejaylee,'League of Legends',adventure,False,False,False,33288,301
richrussianboy,'',,False,False,False,268,71
sinixdesign,'Street Fighter V',fighting,False,False,False,7136,33
gamerhuset,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,48573,27
moojigaming,'Outlast',survival horror,False,False,False,4425,259
nookken,'',,False,False,False,1,166
ag_koma,'',,False,False,False,6415,48
fayaz10,'',,False,False,False,6984,18
flamesword,'Halo 3',first-person shooter,False,False,False,59253,26
muzskaendirecto,'',,False,False,False,44940,0
canata,'',,False,False,False,7473,20
maxx_chewning,'',,False,False,False,15204,6
greatwizardx,'World of Warcraft',massively multiplayer  role-playing,False,False,False,900,35
conselhotutelar,'',,False,False,False,1266,286
majory2,'',massively multiplayer  role-playing,False,False,False,1346,90
tokshen,'Robocraft',"vehicular combat, third-person shooter",False,False,False,13693,23
carbine_action,'',,False,False,False,932,24
nymxizo,'Black Desert Online',characters of overwatch,False,False,False,6653,38
awakingly,'',,False,False,False,7,9
jiner,'',,False,False,False,4591,12
tetergent,'',,False,False,False,256,60
chestie,'',,False,False,False,3018,646
isayad,'',,False,False,False,32663,97
larsfest,'The Binding of Isaac: Afterbirth',roguelike,False,False,False,22025,465
eclaveth,'',,False,False,False,1129,26
vyktortv,'',,False,False,False,60,9
alexhds,'',,False,False,False,1049,30
crxu,'Fortnite',survival,False,False,False,3742,66
theddy,'World of Warcraft',massively multiplayer  role-playing,False,False,False,23325,62
nogame4321,'',,False,False,False,11986,0
aoaatube,'RuneScape',online,False,False,False,54733,628
uncuepa,'DayZ',first-person shooter,False,False,False,2148,43
retrogaijin,'',fighting,False,False,False,146802,467
tomchen60229,'Hearthstone',collectible,False,False,False,93610,23
isentrix,'',,False,False,False,954,30
botgolde,'',,False,False,False,7432,63
vennecca,'',,False,False,False,131,66
bestpeff,'',,False,False,False,635,364
notredamefan45,'',,False,False,False,203,64
baladegomes,'',,False,False,False,55,190
reeh,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,51264,365
twitch_affect,'',,False,False,False,12,38
marcomeh,'',,False,False,False,6567,64
hashelia,'Kingdom Come: Deliverance',action role-playing,False,False,False,5639,175
sirjulyfortesque,'',,False,False,False,1,8
spyparty,'SpyParty',,False,False,False,2708,37
holypuppet,'',,False,False,False,160,473
valkyraexd,'',,False,False,False,74,1
ddmankiller0,'',,False,False,False,1547,200
p07h34d,'',,False,False,False,3294,500
shadybunny,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,57455,249
k_n_c,'Final Fantasy: Brave Exvius',role-playing game,False,False,False,2779,102
mr_secret_savage_v2,'',,False,False,False,1,1
jessewellens,'',,False,False,False,22432,0
untara,'',,False,False,False,44494,9
gutsdestroyyou,'',,False,False,False,2622,17
rubberninja,'',,False,False,False,117970,162
xtoni,'Fortnite',battle royale,False,False,False,6795,273
dimitriv2,'Horizon Zero Dawn',action role-playing,False,False,False,42824,60
skymaybe,'Dark Souls',action role-playing,False,False,False,844,71
lifeofcosplay,'The Elder Scrolls Online',multiplayer,False,False,False,709,60
oksu112,'',,False,False,False,9580,78
gumptioucone14,'',,False,False,False,479,53
herculesmode,'Heroes of the Storm',online,False,False,False,11548,270
oddymane,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,5040,103
missellacronin,'Red Dead Redemption 2',adventure,False,False,False,79312,393
checkpointxp,'Talk Shows & Podcasts',electronic entertainment expo 2018,False,False,False,1363,52
disimon,'Travel & Outdoors',,False,False,False,5715,34
jerryferrara15,"""Tom Clancy's The Division""",survival,False,False,False,3213,17
marlouck_harp,'Music & Performing Arts',performing arts,False,False,False,2940,287
romslove,'Just Chatting',,False,False,False,18271,131
korona_korm,'',,False,False,False,70,46
bigbadmz,'Destiny',destiny,False,False,False,3147,125
volcaen,'',,False,False,False,438,28
insightsyt,'',,False,False,False,419,23
virtuallyvain,'',,False,False,False,3989,6
auntbeedoesgames,'',,False,False,False,143,212
anonymoosevendetta,'',,False,False,False,92,94
blachavsbeaman,'',,False,False,False,8,0
coltrane45,'Dark Souls III',action role-playing,False,False,False,3268,106
scomotv,'',,False,False,False,27526,107
x_santana,'',,False,False,False,20,24
upgezockt,'',,False,False,False,1180,5
jackiembutler,'',,False,False,False,2962,44
ravenzdiary,'',,False,False,False,859,37
chrisx2k,'Grand Theft Auto V',action-,False,False,False,2876,447
rottha,'Fortnite',survival,False,False,False,2314,349
rexlent90,'Fate/Grand Order',,False,False,False,1676,11
gyuritv,'',,False,False,False,8679,10
barcodeadlol,'',,False,False,False,2495,87
machineusa,'StarCraft',real-time,False,False,False,7870,127
eaquestormrage,'',,False,False,False,6,15
carta,'H1Z1: King of the Kill',battle royale,False,False,False,12754,341
inthelittlewood,"""Uncharted 4: A Thief's End""",adventure,False,False,False,178562,269
bryle_,'',,False,False,False,10886,5
lo_re777,'',,False,False,False,89,98
jeanlitheamazing,'',,False,False,False,114,91
aporiacustoms,'',,False,False,False,2287,129
oreitroll,'Smite',online,False,False,False,10630,479
ghayward,'',,False,False,False,259,0
jamess014,'',,False,False,False,503,182
tsmoooth,'DayZ',first-person shooter,False,False,False,2452,219
daycris_,'Hearthstone',collectible,False,False,False,2287,169
leviistv,'Heroes of the Storm',multiplayer,False,False,False,4468,134
dustinstout,'',,False,False,False,8826,142
auuh18,'',,False,False,False,3,73
nohand2311,'',,False,False,False,28,73
spikecore,'',,False,False,False,2592,57
galacticelliot,'Pok\xe9mon Sun/Moon',role-playing video game,False,False,False,48090,420
towlilapause,'',,False,False,False,488,21
straystriker,'',,False,False,False,4,14
1992youn,'',,False,False,False,1,25
wanda__,'Creative',adventure,False,False,False,8392,62
jeffgrosspoker,'Poker',poker,False,False,False,55227,188
synoxic,'',,False,False,False,723,157
superiorsoldier,'',,False,False,False,3,2
seismicerection,'',,False,False,False,7,173
thedemonicmeatball,'Halo Combat Evolved Anniversary',first-person shooter,False,False,False,232,57
guude,'Minecraft',sandbox,False,False,False,42012,6
cosmonab,'',,False,False,False,513,26
pyroyna,'',,False,False,False,2382,99
casinorockstar,'Casino',casino,False,False,False,4004,13
jcb_ow,'Left 4 Dead 2',first-person shooter,False,False,False,930,120
ibxlenciagas,'',,False,False,False,232,148
officiel_jvcom,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,29191,11
roxas1337,'Grand Theft Auto V',action-,False,False,False,6203,225
maggiemaefish,'Stardew Valley',simulation,False,False,False,1099,17
doom_viiprz,'Call of Duty: Black Ops 4',first-person shooter,False,False,False,4429,61
afrokid421,'Pok\xe9mon X/Y',role-playing video game,False,False,False,961,223
icedarveboss,'',,False,False,False,7,12
tabsen_cs,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,48462,107
christianlalama,'',,False,False,False,37,4
dbl2010,'World of Warcraft: Warlords of Draenor',multiplayer,False,False,False,9440,24
thed20,'',,False,False,False,80700,33
corello,'I Wanna Be The Boshy',platform,False,False,False,111,36
danfps1,'',,False,False,False,12901,188
suhfrenzyy,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,34,138
tankzez,'Call of Duty: Modern Warfare Remastered',first-person shooter,False,False,False,281,230
shawnaforlunch,'',,False,False,False,3224,3
link_ez,'VRChat',multiplayer,False,False,False,1595,112
roca,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,65460,9
gee_banter,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,1466,260
nyoken,'StarCraft',real-time,False,False,False,1000,11
im_violet,'Overwatch',characters of overwatch,False,False,False,4516,64
daigothebeastv,'Street Fighter V',fighting,False,False,False,105444,6
misssjoolie,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,5984,103
comradedurachek,'',,False,False,False,9275,6
sazzurie,'The Walking Dead: A New Frontier',adventure,False,False,False,8718,57
juicesoarus,'',,False,False,False,327,20
ahmso,'Red Dead Redemption 2',action-,False,False,False,151,46
grimreaperscap,'',,False,False,False,2305,0
bkbgrnrjefek,'',,False,False,False,5070,224
lutz,'Dota 2',multiplayer  battle arena,False,False,False,21,21
hioss,'',,False,False,False,7314,27
ruivafps,'',,False,False,False,549,176
mely,'H1Z1: King of the Kill',battle royale,False,False,False,16986,493
agent_sushi005,'',,False,False,False,2,0
maplestory,'MapleStory',,False,False,False,12141,15
clockwork,'Overwatch',characters of overwatch,False,False,False,23147,115
c1rceezy,'Heroes of the Storm',online,False,False,False,2370,143
scottysire,'',,False,False,False,26508,8
officialjaketv,'',,False,False,False,94553,181
truccc_win,'',,False,False,False,731,29
bojiwangles,'',,False,False,False,1038,96
erasusplay,'',multiplayer  battle arena,False,False,False,48306,221
sonysandiegostudio,'MLB The Show 16 ',,False,False,False,24135,9
m4hy4rtv,'',,False,False,False,9,37
h1z1,'H1Z1',battle royale,False,False,False,140856,78
zebrafink,'',,False,False,False,591,74
fifotube,'',,False,False,False,47,88
lostcrtl,'',,False,False,False,10,27
acezproduction,'',,False,False,False,382,44
tmbren,'',,False,False,False,3338,60
astirit,'',,False,False,False,23032,25
blackantivenom,'IRL',battle royale,False,False,False,13796,121
observetyler,'',,False,False,False,1604,3
tobiwandota,'',,False,False,False,180,0
pandahaliios,'',,False,False,False,27,253
jasonchen2015,'Arena of Valor',multiplayer,False,False,False,5734,1
aliensrock,'',,False,False,False,29231,64
skurrypls,'Hollow Knight',metroidvania,False,False,False,483,149
night__owl,'',,False,False,False,3666,85
quickk_gaming,'',,False,False,False,10,45
5yauya,'',,False,False,False,519,32
fut_watch_com,'',,False,False,False,5950,13
captaincodiene,'',,False,False,False,222,107
blacknightbr,'Battlefield: Bad Company 2',first-person shooter,False,False,False,157,30
smirky,'Toontown Online',sports,False,False,False,13542,134
panono,'',,False,False,False,305,50
ml7_ow,'Overwatch',characters of overwatch,False,False,False,100798,67
emptybic,'Fortnite',survival,False,False,False,74,21
zzadnik,'',,False,False,False,2,21
cathie,'Summoners War: Sky Arena',online,False,False,False,42785,1100
limit_maximum,'World of Warcraft: Mists of Pandaria',mmorpg,False,False,False,7472,63
sc2cloud,'',,False,False,False,241,25
tannerbraungardt,'',,False,False,False,56562,7
effy21388,'',,False,False,False,252,30
thekura0611,'Soulcalibur VI',fighting,False,False,False,691,23
madund3ad,'',,False,False,False,264,25
greenthe3rd,'',,False,False,False,102,218
random_rules,'Dungeons & Dragons',dungeons & dragons,False,False,False,2548,4
exilevrandall,'Euro Truck Simulator 2',simulation,False,False,False,639,162
olliegamerz,'Minecraft',sandbox,False,False,False,62652,109
blacklighthorror,'',,False,False,False,201,198
djafardjafarof,'Overwatch',characters of overwatch,False,False,False,4124,106
tyriss,'',,False,False,False,10016,95
karlsonlor,'',,False,False,False,40,32
drxpzs,'',,False,False,False,185,81
notser,'',,False,False,False,19591,26
jazzalene,'',,False,False,False,1504,186
sxswgamingesports,'Super Smash Bros. Melee',fighting,False,False,False,27676,1
jamstm,'Escape From Tarkov',first-person shooter,False,False,False,525,211
seputaes,'World of Warcraft: Mists of Pandaria',mmorpg,False,False,False,198,45
nyakanyon,'',,False,False,False,590,18
mrgamerpros,'',,False,False,False,8567,0
netenho1,'Point Blank',,False,False,False,204588,132
bamomojo,'',,False,False,False,69,186
pomonatg,'Fortnite',survival,False,False,False,2943,52
orange_hs,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,37758,292
powelitelnica,'Dota 2',multiplayer  battle arena,False,False,False,1254,18
gamerchicksdotnet,'Diablo III: Reaper of Souls',action role-playing,False,False,False,3092,10
absoluda,'League of Legends',first-person shooter,False,False,False,13109,146
hizzyh,'',,False,False,False,578,21
critzer_,'',,False,False,False,19,45
rtxlive6,'',,False,False,False,2357,0
jams414,'Escape From Tarkov',first-person shooter,False,False,False,52,128
monkeys_forever,'Dota 2',multiplayer  battle arena,False,False,False,35420,45
theholydream,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,207,169
asmrdarling,'',,False,False,False,328,2
strabawi,'',,False,False,False,740,34
jackfrostt,'Superman',adventure,False,False,False,731,284
sirwiggy,'',,False,False,False,5608,32
paizb,'Black Desert',mmorpg,False,False,False,1883,109
amin_nm,'',,False,False,False,11,70
washercs,'',,False,False,False,40,83
mnemosyne_productions,'',,False,False,False,74,29
adouz1e_,'Battlefield 4',first-person shooter,False,False,False,4414,270
ttv_dazzaollie,'',,False,False,False,148,343
jaybizgames,'',,False,False,False,138,149
lastwish,'',,False,False,False,140,0
heeyhiago,'Unknown Fate',,False,False,False,601,34
b1tchboygayt1ts,'',,False,False,False,3,4
impravido,'StarCraft II',battle royale,False,False,False,979,49
jackdaniels325,'The Hunter',action-,False,False,False,833,87
piiruu,'',,False,False,False,2,30
kellygz,'',,False,False,False,273,90
rodellotr,'',,False,False,False,118,11
sammuelsampaio,'',,False,False,False,650,138
shiki_official,'Undertale',role-playing,False,False,False,29132,2
rogerbrown,'World of Warcraft: Mists of Pandaria',mmorpg,False,False,False,52624,126
panichero,'Realm Royale',battle royale,False,False,False,78,57
slwalekop,'',,False,False,False,2360,0
xianmsg,'Super Street Fighter IV',fighting,False,False,False,27029,69
izzybear713,'IRL',,False,False,False,848,203
involve_,'',,False,False,False,4120,139
danii_california,'Creative',battle royale,False,False,False,13619,526
tgs_kyle,'',,False,False,False,9,21
jinxylord1,'',,False,False,False,217,4
redemption_99,'',,False,False,False,3,8
psykotoni,'VRChat',multiplayer,False,False,False,1029,65
mirza_jahic,'',,False,False,False,115721,38
youngtattedx,'Fortnite',survival,False,False,False,676,98
coma_white,'',,False,False,False,211,663
ragtagg,'Overwatch',characters of overwatch,False,False,False,27094,25
justabitangry,'Red Dead Redemption 2',first-person shooter,False,False,False,485,110
theotops,'',,False,False,False,1,17
sevenkarat,'',,False,False,False,90,38
fibonacci2016,'',,False,False,False,9992,101
xdhtest,'',,False,False,False,84,1
gus_skywalker,'League of Legends',online,False,False,False,36556,122
haru114502,'Detention',multiplayer  battle arena,False,False,False,14658,24
pktheholylordknightgawd,'',,False,False,False,11679,225
trey,'Halo 4',first-person shooter,False,False,False,32896,91
semperk,'Elite: Dangerous',simulation,False,False,False,1285,466
bastet,'Dead by Daylight',survival horror,False,False,False,7781,307
903jd290j19,'osu!',osu!,False,False,False,248,167
camikaze,'DayZ',first-person shooter,False,False,False,18124,63
duvetben,'',,False,False,False,17482,6
aqua,'',,False,False,False,5949,56
mtostado76,'',,False,False,False,1,9
ogkiller341,'',,False,False,False,58,21
adub3232,'',,False,False,False,393,193
remote_ow,'',,False,False,False,34,125
robertxlee,'League of Legends',online,False,False,False,133388,47
gustavopolska,'',,False,False,False,100,30
nightwolf2283,'',,False,False,False,365,387
esdeathtv,'',,False,False,False,20,25
heyitserik,'',,False,False,False,148,76
nightst314,'World of Warcraft',massively multiplayer  role-playing,False,False,False,3892,61
dabigsiebowski,'',,False,False,False,1050,255
dlinkoto,'EarthBound',role-playing game,False,False,False,5269,22
skipwils0n,'',,False,False,False,15,123
madrucs,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,1659,146
th1r3eenth,'Battlefield 3',first-person shooter,False,False,False,4895,64
mr_shasta,'Kirby: Squeak Squad',action-,False,False,False,9760,1161
halfdevil,'',,False,False,False,2273,244
snoski69,'',,False,False,False,4,35
thehitora,'Fortnite',battle royale,False,False,False,833,60
taizzotv,'',,False,False,False,676,167
etozhespike,'',,False,False,False,23728,32
cohhcarnage,'The Elder Scrolls V: Skyrim',adventure,False,False,False,1047788,228
caliselol,'League of Legends',multiplayer  battle arena,False,False,False,1049,47
gumpita,'Destiny',destiny,False,False,False,24182,320
daazz_,'',,False,False,False,1597,153
magskami,'',,False,False,False,37,50
darkquantumtv,'',,False,False,False,897,75
wozzy22,'',,False,False,False,278,259
neckolol,'',,False,False,False,61672,46
khezu,'Heroes of Newerth',multiplayer  battle arena,False,False,False,75681,46
poisoindart,'ARK: Survival Evolved',adventure,False,False,False,22,21
baruchreyes,'',,False,False,False,42,154
ozon67111,'',,False,False,False,1259,2
xnacl_owx,'',,False,False,False,912,156
zwejoker,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,2566,415
haxothehunter,'Crusader Kings II',grand,False,False,False,1632,137
xeleko,'Battlerite Royale',online,False,False,False,23152,40
spoilingau,'',,False,False,False,523,53
danehearth,'',,False,False,False,43463,19
maniac,'',,False,False,False,32361,12
jrodyy,'Fortnite',survival,False,False,False,463,152
moonstreuxx,'',,False,False,False,84587,128
evo2587,'Pok\xe9mon Omega Ruby/Alpha Sapphire',role-playing,False,False,False,10887,672
tess_ann,'ARK: Survival Evolved',adventure,False,False,False,2517,176
steaktacular,'',,False,False,False,22433,57
giocobritannico,'',,False,False,False,91,12
metalzinho,'Blade and Soul',action mmorpg tps,False,False,False,133,112
s3ga95,'',,False,False,False,160,1
rachgirl31,'',,False,False,False,743,59
crawling_live,'For Honor',adventure,False,False,False,13600,32
blakinola,'',,False,False,False,23668,276
aeglo_,'',,False,False,False,112,37
jmarvv,'',,False,False,False,17,41
dpnaru,'',,False,False,False,298,0
flyinguwe87,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,285660,13
corkiri,'',,False,False,False,5909,391
justgus,'',,False,False,False,823,35
wargaming,'World of Warships',tactical shooter,False,False,False,67529,26
benjuniu,'',,False,False,False,191,12
narkose,'ArmA III',tactical shooter,False,False,False,4220,365
nexotekhd,'Minecraft',sandbox,False,False,False,30113,43
trackkiller222,'',,False,False,False,2,6
kimkat_cat,'',,False,False,False,76,8
prollybaddps,'',,False,False,False,18,33
mokogamingtv,'',,False,False,False,404,24
comfykinz,'World of Warcraft',massively multiplayer  role-playing,False,False,False,1870,55
jtgraphic,'Fallout 76',turn-based,False,False,False,685,319
hrkchannel,'Dead by Daylight',survival horror,False,False,False,590383,6
redlionhead,'Rocksmith 2014',platform,False,False,False,324,130
mithjinny,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,134836,120
furyangermsk,'',,False,False,False,1148,20
lsh4510,'',,False,False,False,229,65
anisung,'World of Warcraft',massively multiplayer  role-playing,False,False,False,89,27
nisaycs,'',,False,False,False,15114,18
gauntletsc2,'StarCraft II',real-time,False,False,False,11257,16
bishermanfish,'Music & Performing Arts',performing arts,False,False,False,61,78
itzorinn,'',,False,False,False,5251,118
boktai,'',multiplayer,False,False,False,1119,406
gustafgabel,'',,False,False,False,15618,44
tjcobain,'Fortnite',survival,False,False,False,12733,509
lexi,'',,False,False,False,9757,55
megabytemegan,'',,False,False,False,152,209
eriiplaystv,'',,False,False,False,21829,42
manofsnow,'Overwatch',characters of overwatch,False,False,False,16533,230
thefranswah,'zombsroyale.io',,False,False,False,839,202
jayybeeh,'',,False,False,False,987,82
lookin_fresh,'Dark Souls III',action role-playing,False,False,False,13,72
dopaintwitch,'',,False,False,False,11000,2
damnitbennett,'Destiny',destiny,False,False,False,11141,315
belug,'',,False,False,False,132,81
foxcincaid,'Overwatch',characters of overwatch,False,False,False,5824,64
cimmmy,'',,False,False,False,17222,59
throbbing_ovaries,'',,False,False,False,18,186
panda_dustin,'',,False,False,False,3156,34
orentedkarma,'',,False,False,False,29,22
yonexosrs,'RuneScape',online,False,False,False,608,148
tiboaventura,'Smite',multiplayer,False,False,False,2313,108
siri,'Gaming Talk Shows',action role-playing,False,False,False,48763,273
trdota,'Dota 2',multiplayer  battle arena,False,False,False,1431,4
jdcr,'Tekken 7: Fated Retribution',fighting,False,False,False,22818,97
eliotetc,'',,False,False,False,6775,25
slapknutt,'',,False,False,False,46492,238
xbcrafted,'Minecraft',survival,False,False,False,50320,42
funzi,'Guild Wars 2',mmorpg,False,False,False,7230,119
stephleesi,'',,False,False,False,51,11
verabambi,'Talk Shows & Podcasts',,False,False,False,9088,21
sumodigital,'Street Fighter V',fighting,False,False,False,190,0
chellegg,'Battlefield 1',first-person shooter,False,False,False,12600,166
limnaee,'League of Legends',multiplayer  battle arena,False,False,False,76,66
thegameguild,'Pok\xe9mon Omega Ruby/Alpha Sapphire',role-playing,False,False,False,3743,347
caerulius,"""Spyro 2: Ripto's Rage""",simulation,False,False,False,700,334
foxdrop,'League of Legends',multiplayer  battle arena,False,False,False,139407,83
jhaller2,'Red Faction',first-person shooter,False,False,False,7412,13
daequansdaughter,'',,False,False,False,116,37
umgevents,'Call of Duty: Black Ops III',first-person shooter,False,False,False,113210,0
