73291,10
71300,0
57591,22
50479,0
34645,2
30339,3
26439,2
20989,0
14236,4
11264,1
11168,0
10609,2
9965,1
8868,2
8774,0
8423,3
7842,3
7635,1
7430,2
6481,2
6163,0
5867,0
4713,0
4700,0
4587,1
4536,0
4126,1
4072,2
3989,1
3757,0
3754,0
3681,1
3670,1
3572,0
3334,0
3265,0
3090,1
2928,1
2820,3
2816,1
2773,0
2734,0
2685,0
2592,0
2462,1
2419,0
2414,0
2284,0
2271,0
2261,1
2254,0
2111,3
2036,0
1991,0
1850,0
1705,0
1486,3
1386,1
1198,0
1145,0
1078,0
1067,0
1054,0
1050,0
1050,0
974,0
920,0
891,1
886,0
878,0
868,0
795,0
778,0
749,0
734,0
723,0
720,0
712,0
697,0
676,0
674,0
647,0
643,0
630,0
616,0
613,0
613,0
613,0
611,0
605,0
573,0
550,0
541,0
533,1
526,1
486,0
486,0
485,0
479,0
469,0
444,0
434,0
431,0
429,0
427,0
424,0
417,0
400,3
399,0
386,0
381,0
347,0
345,0
343,0
338,0
332,0
331,0
324,0
323,0
317,0
307,0
307,0
301,1
298,0
291,0
289,1
285,0
284,0
279,0
272,0
270,0
269,0
263,0
261,0
256,0
253,1
252,0
250,0
247,0
246,0
245,0
242,0
240,0
236,0
231,1
221,0
213,0
211,0
210,0
208,0
207,0
201,0
200,0
195,0
193,0
193,0
192,0
185,1
183,0
179,0
179,0
178,0
175,0
174,0
174,0
173,0
172,0
170,0
170,0
165,0
162,0
161,2
151,0
150,0
149,0
146,0
146,1
146,0
145,0
145,0
144,0
144,0
137,0
137,0
136,0
135,0
134,0
134,0
134,0
131,0
130,0
130,0
130,0
128,0
126,0
124,0
119,0
114,0
114,0
113,0
111,0
111,0
110,0
110,0
108,0
108,0
108,0
105,1
104,0
104,0
103,0
103,0
103,0
102,0
101,0
100,0
93,0
93,0
93,0
92,0
92,0
90,0
89,0
89,0
88,0
86,0
86,0
84,0
84,0
84,0
83,0
82,1
81,0
81,0
80,0
80,0
80,0
79,0
79,0
78,0
76,0
75,0
74,0
74,0
73,0
72,0
72,0
71,0
71,0
70,0
70,0
69,0
68,0
68,0
67,0
66,0
65,0
65,0
65,0
64,0
64,0
63,0
